2013-11-11 18:57:28 [INFO] [ForgeModLoader] Forge Mod Loader version 6.2.62.871 for Minecraft 1.6.2 loading
2013-11-11 18:57:28 [INFO] [ForgeModLoader] Java is Java HotSpot(TM) 64-Bit Server VM, version 1.7.0_45, running on Windows 7:amd64:6.1, installed at C:\Program Files\Java\jre7
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Java classpath at launch is forge.jar
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Java library path at launch is C:\Windows\system32;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\AMD APP\bin\x86_64;C:\Program Files (x86)\AMD APP\bin\x86;C:\Program Files\Common Files\Microsoft Shared\Windows Live;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\ATI Technologies\ATI.ACE\Core-Static;C:\Program Files (x86)\Common Files\ACD Systems\EN;C:\Program Files (x86)\Common Files\ACD Systems;C:\Program Files (x86)\Smart Projects\IsoBuster;C:\Program Files (x86)\QuickTime\QTSystem\;C:\Program Files\Java\jdk1.7.0_45\bin;C:\Users\Daniel\Ant\apache-ant-1.9.2\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Program Files (x86)\Java\jdk1.7.0_17\bin;C:\Users\Daniel\AppData\Local\Gource\cmd;.
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Enabling runtime deobfuscation
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Instantiating coremod class FMLCorePlugin
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Loaded coremod FMLCorePlugin
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Instantiating coremod class FMLForgePlugin
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Loaded coremod FMLForgePlugin
2013-11-11 18:57:28 [FINE] [ForgeModLoader] All fundamental core mods are successfully located
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Discovering coremods
2013-11-11 18:57:28 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.AccessTransformer
2013-11-11 18:57:29 [INFO] [STDOUT] Loaded 39 rules from AccessTransformer config file fml_at.cfg
2013-11-11 18:57:29 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.MarkerTransformer
2013-11-11 18:57:29 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.SideTransformer
2013-11-11 18:57:29 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.ForgeAccessTransformer
2013-11-11 18:57:29 [INFO] [STDOUT] Loaded 107 rules from AccessTransformer config file forge_at.cfg
2013-11-11 18:57:29 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.EventTransformer
2013-11-11 18:57:29 [FINE] [ForgeModLoader] Running coremod plugins
2013-11-11 18:57:29 [FINE] [ForgeModLoader] Running coremod plugin FMLCorePlugin
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.network.packet.Packet52MultiBlockChange.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.network.packet.Packet56MapChunks.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.potion.PotionEffect.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.server.MinecraftServer.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.server.ServerListenThread.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.server.dedicated.DedicatedServer.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.server.gui.StatsComponent.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.server.integrated.IntegratedServer.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.server.integrated.IntegratedServerListenThread.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.server.management.PlayerInstance.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.server.management.ServerConfigurationManager.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.stats.StatFileWriter.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.stats.StatList.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.tileentity.TileEntity.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.tileentity.TileEntityBeacon.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.tileentity.TileEntityBrewingStand.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.tileentity.TileEntityFurnace.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.util.CryptManager.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.util.MovingObjectPosition.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.util.ResourceLocation.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.util.StringTranslate.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.util.WeightedRandomChestContent.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.village.VillageCollection.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.ChunkCache.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.Explosion.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.IBlockAccess.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.SpawnerAnimals.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.World.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.WorldProvider.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.WorldServer.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.WorldType.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.biome.BiomeDecorator.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.biome.BiomeGenBase.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.biome.WorldChunkManager.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.chunk.Chunk.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.chunk.storage.AnvilChunkLoader.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.chunk.storage.AnvilSaveHandler.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.ChunkProviderEnd.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.ChunkProviderGenerate.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.ChunkProviderHell.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.ChunkProviderServer.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.MapGenCaves.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.MapGenRavine.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenBigMushroom.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenBigTree.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenDeadBush.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenDungeons.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenForest.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenHugeTrees.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenMinable.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenShrub.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenSwamp.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenTaiga1.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenTaiga2.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenTallGrass.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.feature.WorldGenTrees.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.layer.GenLayer.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.layer.GenLayerBiome.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.structure.ComponentMineshaftCorridor.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.structure.ComponentScatteredFeatureDesertPyramid.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.structure.ComponentScatteredFeatureJunglePyramid.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.structure.ComponentStrongholdChestCorridor.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.structure.ComponentStrongholdLibrary.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.structure.ComponentStrongholdRoomCrossing.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.structure.ComponentVillage.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.structure.ComponentVillageHouse2.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.structure.ComponentVillageStartPiece.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.structure.MapGenStronghold.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.gen.structure.StructureVillagePieces.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.storage.MapData.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.storage.SaveHandler.binpatch
2013-11-11 18:57:30 [FINEST] [ForgeModLoader] Reading patch data from binpatch/server/net.minecraft.world.storage.WorldInfo.binpatch
2013-11-11 18:57:30 [FINE] [ForgeModLoader] Read 235 binary patches
2013-11-11 18:57:30 [FINE] [ForgeModLoader] Patch list :
	xk=[xk : xk => net.minecraft.item.ItemDye (true) size 7308]	
xi=[xi : xi => net.minecraft.item.ItemTool (true) size 2598]	
bka=[bka : bka => net.minecraft.client.resources.LanguageManager (false) size 3876]	
xm=[xm : xm => net.minecraft.item.ItemEmptyMap (true) size 1467]	
xv=[xv : xv => net.minecraft.item.ItemFlintAndSteel (true) size 1193]	
akg=[akg : akg => net.minecraft.world.gen.layer.GenLayerBiome (true) size 1122]	
ajj=[ajj : ajj => net.minecraft.world.gen.structure.ComponentVillage (true) size 5084]	
bjl=[bjl : bjl => net.minecraft.util.ResourceLocation (false) size 1758]	
wg=[wg : wg => net.minecraft.item.ItemArmor (true) size 4126]	
wh=[wh : wh => net.minecraft.item.BehaviorDispenseArmor (true) size 1467]	
wi=[wi : wi => net.minecraft.item.EnumArmorMaterial (true) size 1903]	
wo=[wo : wo => net.minecraft.item.ItemBow (true) size 3997]	
wq=[wq : wq => net.minecraft.item.ItemBucket (true) size 3600]	
ajf=[ajf : ajf => net.minecraft.world.gen.structure.ComponentVillageHouse2 (true) size 4020]	
ajg=[ajg : ajg => net.minecraft.world.gen.structure.ComponentVillageStartPiece (true) size 1150]	
wv=[wv : wv => net.minecraft.creativetab.CreativeTabs (true) size 5700]	
bis=[bis : bis => net.minecraft.client.renderer.tileentity.TileEntityChestRenderer (false) size 3664]	
vv=[vv : vv => net.minecraft.inventory.SlotArmor (true) size 1097]	
wd=[wd : wd => net.minecraft.inventory.Slot (true) size 2806]	
bih=[bih : bih => net.minecraft.client.renderer.texture.TextureMap (false) size 7125]	
wc=[wc : wc => net.minecraft.inventory.SlotCrafting (true) size 3028]	
aiv=[aiv : aiv => net.minecraft.world.gen.structure.StructureVillagePieces (true) size 5101]	
bii=[bii : bii => net.minecraft.client.renderer.texture.TextureAtlasSprite (false) size 6732]	
vl=[vl : vl => net.minecraft.inventory.ContainerEnchantment (true) size 4995]	
axj=[axj : axj => net.minecraft.client.gui.inventory.GuiContainerCreative (false) size 15977]	
ahz=[ahz : ahz => net.minecraft.world.gen.structure.ComponentStrongholdLibrary (true) size 4053]	
vf=[vf : vf => net.minecraft.inventory.SlotBrewingStandIngredient (true) size 739]	
vg=[vg : vg => net.minecraft.inventory.SlotBrewingStandPotion (true) size 1088]	
aie=[aie : aie => net.minecraft.world.gen.structure.ComponentStrongholdRoomCrossing (true) size 3826]	
vp=[vp : vp => net.minecraft.inventory.SlotFurnace (true) size 2057]	
vo=[vo : vo => net.minecraft.inventory.ContainerFurnace (true) size 2743]	
awv=[awv : awv => net.minecraft.client.gui.inventory.GuiContainer (false) size 14216]	
ahk=[ahk : ahk => net.minecraft.world.gen.structure.ComponentScatteredFeatureDesertPyramid (true) size 6113]	
uz=[uz : uz => net.minecraft.inventory.ContainerRepair (true) size 7574]	
ahl=[ahl : ahl => net.minecraft.world.gen.structure.ComponentScatteredFeatureJunglePyramid (true) size 5668]	
bls=[bls : bls => net.minecraft.stats.StatFileWriter (false) size 7174]	
blx=[blx : blx => net.minecraft.client.renderer.OpenGlHelper (false) size 1596]	
dm=[dm : dm => net.minecraft.network.packet.Packet52MultiBlockChange (true) size 2759]	
ahv=[ahv : ahv => net.minecraft.world.gen.structure.ComponentStrongholdChestCorridor (true) size 2938]	
blk=[blk : blk => net.minecraft.client.audio.SoundManager (false) size 12552]	
blq=[blq : blq => net.minecraft.client.gui.GuiMainMenu (false) size 14859]	
ahp=[ahp : ahp => net.minecraft.world.gen.structure.MapGenStronghold (true) size 3953]	
ex=[ex : ex => net.minecraft.network.packet.Packet (true) size 7765]	
b=[b : b => net.minecraft.crash.CrashReport (true) size 6428]	
ue=[ue : ue => net.minecraft.entity.player.EntityPlayer (true) size 37447]	
ey=[ey : ey => net.minecraft.network.packet.NetHandler (true) size 9724]	
bkz=[bkz : bkz => net.minecraft.server.integrated.IntegratedServerListenThread (false) size 2478]	
ur=[ur : ur => net.minecraft.entity.item.EntityEnderPearl (true) size 2218]	
m=[m : m => net.minecraft.crash.CrashReportCategory (true) size 4750]	
j=[j : j => net.minecraft.crash.CallableSuspiciousClasses (true) size 3261]	
ek=[ek : ek => net.minecraft.network.packet.Packet56MapChunks (true) size 4541]	
agh=[agh : agh => net.minecraft.world.gen.structure.ComponentMineshaftCorridor (true) size 5760]	
bkw=[bkw : bkw => net.minecraft.server.integrated.IntegratedServer (false) size 7494]	
ei=[ei : ei => net.minecraft.network.packet.Packet51MapChunk (true) size 4556]	
ua=[ua : ua => net.minecraft.entity.passive.EntityVillager (true) size 16672]	
eo=[eo : eo => net.minecraft.network.packet.Packet1Login (true) size 2313]	
uc=[uc : uc => net.minecraft.entity.player.InventoryPlayer (true) size 9352]	
aof=[aof : aof => net.minecraft.block.BlockFire (true) size 9418]	
tr=[tr : tr => net.minecraft.entity.monster.EntitySlime (true) size 5901]	
aok=[aok : aok => net.minecraft.block.BlockGrass (true) size 3471]	
tf=[tf : tf => net.minecraft.entity.monster.EntityEnderman (true) size 9441]	
bu=[bu : bu => net.minecraft.util.StringTranslate (true) size 3070]	
aoc=[aoc : aoc => net.minecraft.block.BlockFarmland (true) size 3926]	
anw=[anw : anw => net.minecraft.block.BlockDoor (true) size 6791]	
su=[su : su => net.minecraft.entity.item.EntityMinecartContainer (true) size 5210]	
ano=[ano : ano => net.minecraft.block.BlockCrops (true) size 4882]	
sv=[sv : sv => net.minecraft.entity.item.EntityMinecartFurnace (true) size 4071]	
ss=[ss : ss => net.minecraft.entity.item.EntityMinecart (true) size 20568]	
anm=[anm : anm => net.minecraft.block.BlockComparator (true) size 6127]	
sw=[sw : sw => net.minecraft.entity.item.EntityMinecartHopper (true) size 3379]	
sx=[sx : sx => net.minecraft.entity.item.EntityMinecartEmpty (true) size 1152]	
sl=[sl : sl => net.minecraft.entity.boss.EntityWither (true) size 11162]	
net.minecraft.client.ClientBrandRetriever=[net/minecraft/client/ClientBrandRetriever : net.minecraft.client.ClientBrandRetriever => net.minecraft.client.ClientBrandRetriever (false) size 694]	
anh=[anh : anh => net.minecraft.block.BlockChest (true) size 9099]	
anj=[anj : anj => net.minecraft.block.BlockCocoa (true) size 5336]	
sr=[sr : sr => net.minecraft.entity.item.EntityItem (true) size 7991]	
sf=[sf : sf => net.minecraft.entity.boss.IBossDisplayData (false) size 182]	
anb=[anb : anb => net.minecraft.block.BlockFlower (true) size 3559]	
anc=[anc : anc => net.minecraft.block.BlockButton (true) size 6984]	
sj=[sj : sj => net.minecraft.entity.boss.EntityDragon (true) size 12790]	
and=[and : and => net.minecraft.block.BlockCactus (true) size 4079]	
amw=[amw : amw => net.minecraft.block.BlockBaseRailLogic (true) size 5680]	
amv=[amv : amv => net.minecraft.block.BlockRailBase (true) size 4263]	
cm=[cm : cm => net.minecraft.network.MemoryConnection (true) size 3236]	
cn=[cn : cn => net.minecraft.network.TcpConnection (true) size 8309]	
ch=[ch : ch => net.minecraft.nbt.CompressedStreamTools (true) size 3478]	
rv=[rv : rv => net.minecraft.entity.passive.EntityMooshroom (true) size 2493]	
rw=[rw : rw => net.minecraft.entity.passive.EntityOcelot (true) size 6568]	
cf=[cf : cf => net.minecraft.nbt.NBTTagList (true) size 2959]	
ry=[ry : ry => net.minecraft.entity.passive.EntitySheep (true) size 7348]	
rl=[rl : rl => net.minecraft.village.VillageCollection (true) size 5751]	
alp=[alp : alp => net.minecraft.world.storage.WorldInfo (true) size 9344]	
aln=[aln : aln => net.minecraft.world.storage.SaveHandler (true) size 5737]	
alj=[alj : alj => net.minecraft.world.chunk.storage.AnvilSaveHandler (true) size 1234]	
alf=[alf : alf => net.minecraft.world.storage.MapData (true) size 5560]	
pz=[pz : pz => net.minecraft.entity.ai.EntityAIAttackOnCollide (true) size 2784]	
akn=[akn : akn => net.minecraft.world.gen.layer.GenLayer (true) size 3731]	
aa=[aa : aa => net.minecraft.command.CommandHandler (true) size 4742]	
bbl=[bbl : bbl => net.minecraft.client.model.ModelBase (false) size 1808]	
aqv=[aqv : aqv => net.minecraft.block.BlockPane (true) size 4245]	
aqw=[aqw : aqw => net.minecraft.block.Block (true) size 48441]	
ns=[ns : ns => net.minecraft.entity.EntityList (true) size 6113]	
aqs=[aqs : aqs => net.minecraft.block.BlockTallGrass (true) size 3905]	
net.minecraft.server.MinecraftServer=[net/minecraft/server/MinecraftServer : net.minecraft.server.MinecraftServer => net.minecraft.server.MinecraftServer (true) size 25126]	
oe=[oe : oe => net.minecraft.entity.EntityLivingBase (true) size 32423]	
arh=[arh : arh => net.minecraft.block.BlockTripWireSource (true) size 7037]	
of=[of : of => net.minecraft.entity.EntityLiving (true) size 18980]	
arg=[arg : arg => net.minecraft.block.BlockLog (true) size 3030]	
abq=[abq : abq => net.minecraft.world.Explosion (true) size 5891]	
arf=[arf : arf => net.minecraft.block.BlockTrapDoor (true) size 4639]	
ard=[ard : ard => net.minecraft.block.BlockTorch (true) size 4626]	
abv=[abv : abv => net.minecraft.world.World (true) size 62927]	
arc=[arc : arc => net.minecraft.block.BlockSnow (true) size 3490]	
bbp=[bbp : bbp => net.minecraft.client.model.TexturedQuad (false) size 1758]	
arj=[arj : arj => net.minecraft.block.BlockVine (true) size 6542]	
aru=[aru : aru => net.minecraft.tileentity.TileEntityBrewingStand (true) size 6074]	
aaa=[aaa : aaa => net.minecraft.item.crafting.FurnaceRecipes (true) size 4015]	
aae=[aae : aae => net.minecraft.item.crafting.CraftingManager (true) size 13153]	
art=[art : art => net.minecraft.tileentity.TileEntityBeacon (true) size 6111]	
aav=[aav : aav => net.minecraft.enchantment.EnchantmentHelper (true) size 7690]	
aat=[aat : aat => net.minecraft.enchantment.Enchantment (true) size 3893]	
asd=[asd : asd => net.minecraft.tileentity.TileEntityFurnace (true) size 6408]	
asq=[asq : asq => net.minecraft.block.BlockPistonBase (true) size 9462]	
asm=[asm : asm => net.minecraft.tileentity.TileEntity (true) size 6911]	
aop=[aop : aop => net.minecraft.block.BlockSand (true) size 2351]	
aoy=[aoy : aoy => net.minecraft.block.BlockLever (true) size 5734]	
aov=[aov : aov => net.minecraft.block.BlockLadder (true) size 3071]	
aow=[aow : aow => net.minecraft.block.BlockLeaves (true) size 7719]	
aoz=[aoz : aoz => net.minecraft.block.BlockFluid (true) size 9565]	
apa=[apa : apa => net.minecraft.block.BlockFlowing (true) size 5090]	
api=[api : api => net.minecraft.block.BlockNetherStalk (true) size 3610]	
aph=[aph : aph => net.minecraft.block.BlockMycelium (true) size 2821]	
apg=[apg : apg => net.minecraft.block.BlockMushroom (true) size 2377]	
bdv=[bdv : bdv => net.minecraft.client.particle.EntityFireworkStarterFX (false) size 7125]	
mj=[mj : mj => net.minecraft.util.WeightedRandomChestContent (true) size 2389]	
app=[app : app => net.minecraft.block.BlockPortal (true) size 5263]	
bcm=[bcm : bcm => net.minecraft.client.model.ModelBox (false) size 2728]	
apv=[apv : apv => net.minecraft.block.BlockPumpkin (true) size 3730]	
bcc=[bcc : bcc => net.minecraft.client.model.PositionTextureVertex (false) size 923]	
apy=[apy : apy => net.minecraft.block.BlockRedstoneWire (true) size 8715]	
bcz=[bcz : bcz => net.minecraft.client.multiplayer.PlayerControllerMP (false) size 9008]	
bcy=[bcy : bcy => net.minecraft.client.multiplayer.ChunkProviderClient (false) size 3158]	
aqb=[aqb : aqb => net.minecraft.block.BlockReed (true) size 3191]	
bda=[bda : bda => net.minecraft.client.multiplayer.WorldClient (false) size 9625]	
aqf=[aqf : aqf => net.minecraft.block.BlockSapling (true) size 3749]	
bct=[bct : bct => net.minecraft.client.multiplayer.NetClientHandler (false) size 38754]	
aqh=[aqh : aqh => net.minecraft.block.BlockSkull (true) size 6422]	
bcr=[bcr : bcr => net.minecraft.client.model.ModelRenderer (false) size 4948]	
ni=[ni : ni => net.minecraft.potion.PotionEffect (true) size 5122]	
bcv=[bcv : bcv => net.minecraft.client.multiplayer.GuiConnecting (false) size 3661]	
nm=[nm : nm => net.minecraft.entity.Entity (true) size 36824]	
aqn=[aqn : aqn => net.minecraft.block.BlockStem (true) size 6133]	
afn=[afn : afn => net.minecraft.world.gen.feature.WorldGenHugeTrees (true) size 4521]	
bfi=[bfi : bfi => net.minecraft.client.renderer.RenderGlobal (false) size 42545]	
jx=[jx : jx => net.minecraft.network.NetLoginHandler (true) size 6519]	
afp=[afp : afp => net.minecraft.world.gen.feature.WorldGenMinable (true) size 2544]	
jv=[jv : jv => net.minecraft.item.ItemInWorldManager (true) size 7971]	
afo=[afo : afo => net.minecraft.world.gen.feature.WorldGenDungeons (true) size 3585]	
jw=[jw : jw => net.minecraft.entity.EntityTrackerEntry (true) size 11005]	
afq=[afq : afq => net.minecraft.world.gen.feature.WorldGenTaiga1 (true) size 2467]	
ju=[ju : ju => net.minecraft.entity.player.EntityPlayerMP (true) size 19766]	
jr=[jr : jr => net.minecraft.world.WorldServer (true) size 20002]	
bfg=[bfg : bfg => net.minecraft.client.renderer.ItemRenderer (false) size 14333]	
aff=[aff : aff => net.minecraft.world.gen.feature.WorldGenShrub (true) size 1456]	
jp=[jp : jp => net.minecraft.server.management.PlayerInstance (true) size 4525]	
jq=[jq : jq => net.minecraft.world.gen.ChunkProviderServer (true) size 6996]	
auy=[auy : auy => net.minecraft.client.gui.GuiCreateWorld (false) size 9641]	
jl=[jl : jl => net.minecraft.entity.EntityTracker (true) size 5493]	
auv=[auv : auv => net.minecraft.client.gui.GuiControls (false) size 2085]	
bfo=[bfo : bfo => net.minecraft.client.renderer.RenderBlocks (false) size 128087]	
afk=[afk : afk => net.minecraft.world.gen.feature.WorldGenBigMushroom (true) size 2773]	
bfn=[bfn : bfn => net.minecraft.client.renderer.Tessellator (false) size 7865]	
kc=[kc : kc => net.minecraft.network.NetworkListenThread (true) size 2435]	
afw=[afw : afw => net.minecraft.world.gen.feature.WorldGenTaiga2 (true) size 2803]	
afx=[afx : afx => net.minecraft.world.gen.feature.WorldGenSwamp (true) size 3186]	
afy=[afy : afy => net.minecraft.world.gen.feature.WorldGenTallGrass (true) size 1109]	
avg=[avg : avg => net.minecraft.client.gui.GuiIngame (false) size 20813]	
afz=[afz : afz => net.minecraft.world.gen.feature.WorldGenTrees (true) size 4288]	
jz=[jz : jz => net.minecraft.network.NetServerHandler (true) size 23091]	
aeo=[aeo : aeo => net.minecraft.world.gen.ChunkProviderHell (true) size 12943]	
ael=[ael : ael => net.minecraft.world.gen.MapGenRavine (true) size 5323]	
awd=[awd : awd => net.minecraft.client.gui.GuiSlot (false) size 7228]	
kz=[kz : kz => net.minecraft.stats.StatList (true) size 6252]	
aes=[aes : aes => net.minecraft.world.gen.ChunkProviderGenerate (true) size 13524]	
